video_id,yt8m_file,random_id,youtube_id,duration,views,labels
video_30879,train2970,RrV4,RJ0GdOor0xc,192,88320,[  15 1797]
video_30880,train2970,eaV4,pqg4c67oiVQ,129,148386,[   2    7 3006]
video_30881,train2970,sxV4,tak44vD4h00,201,98425,[100 548]
video_30882,train2970,mOV4,QjxNldENG7s,132,499085,[360]
video_30883,train2970,OIV4,u2lMqPXCk08,255,304714,[   0    1   42 1384]
video_30884,train2970,ifV4,xEuWxJ-czuk,187,84483,[ 51  56  77 137]
video_30885,train2970,prV4,bz8J8eNPg3s,202,87557,[  35 1687]
video_30886,train2970,BiV4,-DF-MgSuhQ0,207,2041458,[ 19 734]
video_30887,train2970,tMV4,8zEBPr_x-ig,253,984040,[ 16 453]
video_30888,train2970,M5V4,DMXpOkHAC78,224,139591,[  0   1  81 234 467 678]
video_30889,train2970,C2V4,R7galapsOo4,121,133851,[   2    7   90  283 1704 3246]
video_30890,train2970,h3V4,-y5fKRw6hqg,288,1229037,[3486]
video_30891,train2970,lyV4,0RIfxInncis,144,145893,[25]
video_30892,train2970,8IV4,ktLNfgNOuqI,264,137377,[ 11  20 211 321 334 483]
video_30893,train2970,b1V4,uEYJJERHmuo,204,73743,[  11   20   22   29   32  112  120  572  680 1402 2521 3783]
video_30894,train2970,ncV4,yBYjlhMiMi8,137,211306,[   2    7  116  235 1012]
video_30895,train2970,M6V4,ZnNCsnWxFMM,210,73689,[80]
video_30896,train2970,JCV4,Z4xk6oeFpi8,243,476825,[ 146  158  279  439  454 2856]
video_30897,train2970,5hV4,DrXS1yw9ZYM,165,81748,[505]
video_30898,train2971,R1V5,WBc_GvNXdzc,181,648314,[ 2 30]
video_30899,train2971,OlV5,b7R17GPXuFM,128,52137,[ 0 12]
video_30900,train2971,yNV5,6yJUdYnDRAI,168,387867,[260 371]
video_30901,train2971,yaV5,eD8PCbXwJPY,185,88410,[141 247 255]
video_30902,train2971,hLV5,XN6WdwCDPII,180,199066,[958]
video_30903,train2971,xWV5,KLAD3jzcnnc,230,106227,[ 5 84]
video_30904,train2971,TTV5,cM1XlLMCYX8,216,132379,[ 277  341  400 1265]
video_30905,train2971,rVV5,vcx9FpyLi5w,231,170348,[2676]
video_30906,train2971,hoV5,2DRnJDCDuAc,199,94382,[ 2 75]
video_30907,train2971,EkV5,l_fEzpMxWUc,269,122730,[ 0  1 27]
video_30908,train2971,2KV5,9WShmC8L1TU,281,2800953,[  0 304]
video_30909,train2971,siV5,DauEagiuCBk,185,95660,[ 2 30]
video_30910,train2971,5RV5,MrrNceItSx8,177,77733,[25]
video_30911,train2971,bqV5,aZrwSSPZZto,257,158922,[  0   1 157 481 681]
video_30912,train2971,zJV5,_oO7mU3Jzt4,253,88415,[   2 1002]
video_30913,train2971,UaV5,-npb9fp0NXU,300,1344987,[61]
video_30914,train2971,1fV5,lXy3A7Zx4Kg,182,70347,[   2    7  196 3601]
video_30915,train2971,XuV5,kaWDifZbZYY,262,240641,[ 11  20  22  29  32 112 120 122 221 303 397 430 679]
video_30916,train2971,OnV5,WEE17qNnEHo,295,203883,[   2    7  116  135 1038 1158 3855]
video_30917,train2971,eQV5,VevqDJM8KH0,162,1031820,[ 25 734]
video_30918,train2971,3PV5,H8MJp9QHSsA,170,81914,[663]
video_30919,train2971,ERV5,Om-jX4GBxqw,230,285497,[   0    1   27 1077]
video_30920,train2971,hpV5,ijN6yB8xG54,244,924563,[ 939 1102]
video_30921,train2972,J7V6,DaMYTYF_Sso,246,138652,[ 71 152 308]
video_30922,train2972,myV6,eejJiKQe50k,133,3197746,[25]
video_30923,train2972,ufV6,CWFUbSS0bK4,151,93140,[ 15  18  67 170]
video_30924,train2972,plV6,O9zl22iG-g0,169,193317,[ 2 30]
video_30925,train2972,7VV6,dXCac0lPdyo,164,51084,[201]
video_30926,train2972,V5V6,DLK7r0eysb4,280,137196,[  0   1   5 144 190 384 743]
video_30927,train2972,doV6,-PnoabmMW-U,166,167967,[8]
video_30928,train2972,dbV6,QTD_xc_FtKk,185,990552,[ 0  1 27]
video_30929,train2972,voV6,Bey4g07hPjo,191,164237,[1856]
video_30930,train2972,ySV6,PIDuWVxkfv0,233,279733,[   0 2602]
video_30931,train2972,SjV6,Ni4ITJcaDRY,226,50325,[ 391 1263]
video_30932,train2972,95V6,JOhaFW_hpDM,169,202165,[ 21  23  24 471]
video_30933,train2972,r6V6,DQSTlR7LtAE,156,800450,[   5   16 3517]
video_30934,train2972,9IV6,hQqK1F4hikw,155,71088,[  49   80  127 2085]
video_30935,train2972,aaV6,K1P8LpzFbh8,150,214374,[ 401 1105 2404]
video_30936,train2972,oIV6,Zxhve2OmrYc,271,130281,[2 7]
video_30937,train2972,aJV6,KTQ0Tx1I3Jk,127,55724,[556]
video_30938,train2972,3kV6,tYUbJg0ZvF0,122,151494,[  2  26  45 137]
video_30939,train2972,XYV6,qxl554mGXs4,177,96311,[  18   43   59   60  101  374  823 1474]
video_30940,train2972,5CV6,uh0H135HZe4,165,116325,[15]
video_30941,train2972,xpV6,dmwQpYcj-mc,253,125995,[  11 1942]
video_30942,train2972,xBV6,wUElixsMsC8,272,1726415,[ 0  1 35 85]
video_30943,train2972,7NV6,PxIG24IHDOQ,247,78155,[50]
video_30944,train2972,hgV6,Ere_YngnCPg,157,441482,[   0    5   16 1064]
video_30945,train2972,iCV6,AUfI7VwM95A,200,119900,[   5  362 2855]
video_30946,train2973,7SV7,UhM5_t9ITvs,127,401852,[  5  15  80  96 789]
video_30947,train2973,X5V7,VrnN-pewRJw,283,91984,[   0  115 3499]
video_30948,train2973,EFV7,0K0p1GYYlq0,179,482414,[   5   16 2801]
video_30949,train2973,J2V7,0sUEJf-tMlE,262,131668,[8]
video_30950,train2973,xrV7,4ElnybI2wlQ,191,307550,[ 5 16]
video_30951,train2973,2MV7,XfzoDUdpncM,218,117834,[106]
video_30952,train2973,O5V7,xAoOC76BbGQ,258,361937,[  11  126  276  624 2091 3243]
video_30953,train2973,DXV7,Yf__HGPKm2c,261,72738,[126 220]
video_30954,train2973,TgV7,8lGGOXqdX1o,124,360129,[0]
video_30955,train2973,CvV7,VpZHpQJkSzw,249,59554,[ 39 156 207]
video_30956,train2973,CbV7,GYYRnL3zpa8,270,110996,[332]
video_30957,train2973,0AV7,JpVpe7e2L5A,168,144682,[11 20 22 29 32]
video_30958,train2973,dkV7,1YINEGWTHwk,288,66119,[  0   1  36  94 147 180]
video_30959,train2973,RlV7,907tLlA9IEM,238,228030,[ 5 81]
video_30960,train2973,2yV7,L_0Tf44qCm4,280,942244,[1027]
video_30961,train2973,6QV7,J-vCXVE0iiA,298,313143,[   5   16  744 2940]
video_30962,train2973,dnV7,FQFXfWtBCP4,168,109806,[0 1]
video_30963,train2973,0yV7,0UJy_lILYaQ,227,894556,[   0    1   35   85  228 2868]
video_30964,train2973,oPV7,D8BHiFoAQ-8,259,488545,[15 18 87]
video_30965,train2974,T7V8,uNe7LuKNHCU,146,443108,[   5   16 1860]
video_30966,train2974,PwV8,g7OTYdaDgME,185,136496,[ 15  18  67 140]
video_30967,train2974,tYV8,ahEuXPhLlSg,287,145239,[  2  44 109 138 186 631]
video_30968,train2974,XaV8,-m37jS9lGBI,142,82489,[   2    7   17   48  177 1217 2834]
video_30969,train2974,dHV8,d90LCX_n4Jg,177,253674,[  0   1  85 409]
video_30970,train2974,IxV8,rHEGFhGWAzI,191,154127,[ 62 270]
video_30971,train2974,pfV8,koVSgTwp6kg,242,550662,[606]
video_30972,train2974,WsV8,aCarLkkHX4Y,243,69989,[1363]
video_30973,train2974,BJV8,L6raH5YVeFo,167,522789,[219]
video_30974,train2974,mWV8,QvKbvyho1Rg,191,94393,[  2  30  55 413]
video_30975,train2974,P5V8,vWFi8sI0c44,176,110600,[ 39 121 202]
video_30976,train2974,ZRV8,OV34Abf5zDg,232,192888,[   0 1135]
video_30977,train2974,xVV8,tRbdZ85IVM4,161,72061,[15 96]
video_30978,train2974,0hV8,sxV5Ar6cOXQ,134,223191,[8]
video_30979,train2974,beV8,jPhONWr1Njo,173,96544,[269]
video_30980,train2974,bcV8,eeuXkOyfxyg,291,99235,[  0   1 219]
video_30981,train2974,joV8,yNS3mQduwM4,177,455851,[ 603 2368]
video_30982,train2974,YSV8,bF-TJ28msDU,264,155226,[  11   20   22   29   32  122  211  221  334  564 1045]
video_30983,train2974,X8V8,iJOysgRIdgM,198,354673,[  5  81 204 973]
video_30984,train2974,KmV8,c-iHNyp1Lss,279,115842,[   2   30 1575]
video_30985,train2974,nAV8,lJgGbPUBRlQ,124,67204,[  11   20   22   29   32  112  176 1588 3075]
video_30986,train2974,S6V8,OoL8LbEjTHY,264,546326,[   0  226  530 1380]
video_30987,train2974,HcV8,8rh69rqjX1U,154,149403,[   2    7  171  266 1330]
video_30988,train2974,LpV8,b6TNHZ1SknQ,152,67080,[  2   7 165]
video_30989,train2975,OzV9,A3pBJTTjwCM,287,441144,[1226]
video_30990,train2975,elV9,l345HJ3BIE0,204,57624,[  50   65 1620]
video_30991,train2975,KCV9,j0obiHtWPis,239,82214,[712]
video_30992,train2975,pDV9,Zvfua9zDtEQ,183,67851,[  18   67  239 2924]
video_30993,train2975,CHV9,5jxlJTq6Vx8,280,64299,[ 0 71]
video_30994,train2975,4qV9,GvocmM3wzM0,168,52985,[1822 2154]
video_30995,train2975,9QV9,ol2E-doj8Mo,275,95422,[  0   1 153 219 654]
video_30996,train2975,NzV9,PlnMQy_Btyg,249,132583,[580 992]
video_30997,train2975,uLV9,B5_0S52u8IU,242,474823,[ 5 16]
video_30998,train2975,wpV9,Ej9Fh2bVwhs,228,236359,[  2   7 171 197 316]
video_30999,train2975,tRV9,WNbJaCdqktE,184,148135,[141 247 255]
video_31000,train2975,YAV9,KtqJDGUlAtw,246,53601,[ 0 27]
video_31001,train2975,0rV9,aCuVIpBP6NY,182,257042,[ 2 75]
video_31002,train2975,WUV9,IOsNSWyfgMo,252,227969,[  0   1  35 134]
video_31003,train2975,bSV9,ZF0Bho9PDwE,157,84225,[  11   83  262  601  720  751 1081]
video_31004,train2975,OFV9,IVQGVa5C2lg,245,73686,[  2  83 869]
video_31005,train2975,UWV9,DGNC_TV-KHg,283,55051,[0 1]
video_31006,train2975,YOV9,MA84pVe0WbU,282,172011,[  0  42 111]
video_31007,train2975,IEV9,iEeS0mUEVsQ,124,1295931,[  0   1   5 740]
video_31008,train2975,NQV9,PS4rft_TZdY,143,193430,[ 11 126]
video_31009,train2975,36V9,DFVd0zqbsFY,161,160743,[  2   7 235]
video_31010,train2975,yTV9,ENEAKjavxGA,225,159877,[   5 1546]
video_31011,train2975,7DV9,qOgecr8Kf0k,279,311762,[  0   1 193 339]
video_31012,train2975,VmV9,l8MlgK2N3bo,128,97135,[ 15  18 170 314]
video_31013,train2975,voV9,z7fwJwf76dk,230,407746,[   5   16   84 1501]
video_31014,train2975,JcV9,tb5mmACYkkg,259,79523,[   2    7  399 1352]
video_31015,train2975,gSV9,LH83gvHKUC4,155,66248,[  61  599 1059]
video_31016,train2976,qcWa,UKsQFiW80Oc,139,121194,[141]
video_31017,train2976,y7Wa,7V50ph2o7zw,184,54490,[  8  71 152]
video_31018,train2976,VCWa,OH34FOtsj4o,241,568720,[92]
video_31019,train2976,23Wa,Mj-LlKYrIUs,143,60785,[   5   99  518 2332]
video_31020,train2976,3DWa,1p1ghCQW9uU,217,65812,[   2    7  411 1154]
video_31021,train2976,1oWa,oSh44YmBwsg,227,387262,[  49   80  418  725 1108]
video_31022,train2976,1DWa,mF0Qz1DFGGU,247,219439,[   0    1   35  285  424  535  590  904 1176]
video_31023,train2976,CDWa,rhN_raL_Cm0,255,112758,[  2  30 280]
video_31024,train2976,xqWa,u2f8sWGH0kw,173,487642,[ 11  22  29  32 564]
video_31025,train2976,tIWa,GOS9h3rsucE,144,570078,[ 2 30]
video_31026,train2976,5QWa,ChEbwOJthOE,134,54524,[25]
video_31027,train2976,ctWa,1lFgqA61BpM,282,492283,[ 11 126]
video_31028,train2976,5oWa,Ec9eziFK_Fg,215,248988,[   0    1  124  287  317 1903]
video_31029,train2976,cmWa,nwVpZHNj2Ag,226,72701,[  0   1 159 626]
video_31030,train2976,pAWa,mB8OJ-8kEaE,148,123324,[  0   1 357 372]
video_31031,train2976,tAWa,WC0wWpnFMpg,140,184399,[   2    7   90 1820]
video_31032,train2976,UYWa,bDJjsBVjxxQ,165,103627,[ 0  1 27]
video_31033,train2976,6CWa,PfVP-w98Y8E,139,94218,[ 21  23  24 343 858]
video_31034,train2976,LCWa,v1uQPkKTzWQ,195,50027,[  11   20   22   29   32  173 2205]
video_31035,train2976,qiWa,i80ttH2f1IE,160,88598,[1353]
video_31036,train2976,EDWa,Q5M3t0SOZSM,170,330454,[ 468  635 1074 1120]
video_31037,train2976,tDWa,72yjTyagy2w,296,63514,[  2  76 281 473]
video_31038,train2976,kzWa,6WW2Mpqm1RU,189,6155887,[ 0  5 16]
video_31039,train2976,VsWa,E6Cr2NpChmA,206,115885,[ 53  58 163 166 232]
video_31040,train2976,kVWa,kggMi_hRyIc,202,249965,[  15   18   67  140  170  314 1533]
video_31041,train2976,S7Wa,UzBnY97yqP8,241,107631,[  15  262  619 1174]
video_31042,train2976,m2Wa,A0hmNOWLQuw,155,92258,[ 16  25 354]
video_31043,train2977,NjWb,FWUIwrzTK3E,201,81717,[  6 133 325]
video_31044,train2977,A2Wb,C1sShge5R08,287,94708,[15 18 67]
video_31045,train2977,NkWb,5h_jpzvXGWc,252,4036394,[  11   29  368  813  903  969 2206]
video_31046,train2977,h3Wb,UfxPM5M7INA,215,332991,[342 523]
video_31047,train2977,LtWb,8F033WZLU3c,184,65960,[   0  689 1062 1273 3449]
video_31048,train2977,lYWb,nh28PmAj0gY,214,93093,[ 11  20  22  29  32 221 430]
video_31049,train2977,QFWb,_UHVgJ8jY_o,193,429200,[  0   1  63 450]
video_31050,train2977,qzWb,TYih-HJWeTs,140,100352,[ 2 30]
video_31051,train2977,0WWb,iNzAuCpY-f4,276,63065,[6]
video_31052,train2977,l2Wb,hgj-FKt3Jiw,140,56022,[  0   1 924]
video_31053,train2977,PhWb,kYxkY8HQxwc,201,55242,[ 511 1510 1739]
video_31054,train2977,vIWb,wPLgHbGkHcU,177,77136,[68 72]
video_31055,train2977,OSWb,kSvan5bk1kA,188,86280,[ 62 259]
video_31056,train2977,sWWb,NsKoc3TiUr4,234,396495,[  0   1  35 865]
video_31057,train2977,o5Wb,rSIhuJKvc3w,144,86695,[   2    7 1125 1703]
video_31058,train2977,NUWb,GQJAAf_E0Po,181,220036,[ 148  253  271  766 1273]
video_31059,train2977,DBWb,1AJnihqUb80,244,91453,[25]
video_31060,train2977,gwWb,Cr_D8oIdvQA,240,106716,[2032]
video_31061,train2977,CCWb,LwVHvQa4Uco,259,112758,[   0    1 1279]
video_31062,train2977,8TWb,mMfbASmBaAo,217,117184,[ 227 1280 1487 1680 1688]
video_31063,train2978,AXWc,N64Tktf4J70,216,78069,[ 5 16]
video_31064,train2978,lhWc,Xhspd_eKD7o,142,184307,[ 268  682 3790]
video_31065,train2978,3HWc,YodvhSFTjwU,165,73896,[1473]
video_31066,train2978,w5Wc,jeMGlxFg200,238,69845,[  0   1  93 102]
video_31067,train2978,5JWc,ovQDkkxHEzM,152,87529,[179 667]
video_31068,train2978,VKWc,x04nbZf1HHw,240,696926,[ 0  1  5 73]
video_31069,train2978,UEWc,xbsxE4eUim0,193,141728,[8]
video_31070,train2978,2cWc,piMuIUQ64VA,136,69096,[11 20 22]
video_31071,train2978,FCWc,gQ-2i_TUWmQ,173,55049,[ 2  7 90]
video_31072,train2978,3qWc,bKO6bgFXhHU,174,196118,[  2   7  26 172]
video_31073,train2978,3CWc,FQn1y5E2Wl0,168,373288,[333]
video_31074,train2978,tpWc,jonGl3tA-rg,177,994152,[ 50  65 781]
video_31075,train2978,a8Wc,A-yPBozWRk0,260,106773,[  5  16 136]
video_31076,train2978,noWc,oZ2srBEWUR4,271,59216,[12]
video_31077,train2978,dAWc,E2BCiOqWLyc,291,469450,[  11   20   22   29   32  221 1115 2057]
video_31078,train2978,2mWc,8Co3ABlrE6E,246,79445,[   2    7 1703]
video_31079,train2978,hfWc,HjlQ5pbrcBs,145,61244,[ 146  158  279  454 3732]
video_31080,train2978,shWc,MohTwYceFno,176,63671,[  11  876 1950]
video_31081,train2978,KlWc,gykDW-2ulVo,264,51452,[  5  16 244 292]
video_31082,train2978,bpWc,dayJwggf5qw,254,50082,[884]
video_31083,train2978,HxWc,XMKpUsr_8CA,149,57338,[ 15  18  59 178]
video_31084,train2978,mAWc,xaSxSBXdnek,291,81673,[   0    1   25  245 3768]
video_31085,train2978,bmWc,TtnGulDDDdo,290,107066,[330 348 833]
video_31086,train2978,6eWc,NkiJmmRfHtQ,203,88480,[   0   12 1224]
video_31087,train2979,6HWd,WD3NTydvHRw,161,89028,[6]
video_31088,train2979,HJWd,4SpxC4uRmd8,142,76807,[ 39 181 216 222 249 950]
video_31089,train2979,xRWd,I_ccq_G-mmc,270,334914,[ 11  62 749]
video_31090,train2979,RpWd,Mpni2hZnLPM,183,57374,[188 594]
video_31091,train2979,H7Wd,KcrKN4dZTD8,267,75219,[  11   20   22   29   32  173  572  930 2864]
video_31092,train2979,KgWd,fgeL5AZ79AI,132,134068,[25]
video_31093,train2979,nMWd,rjr5vispbKg,167,50156,[ 197  198  316  710 1472]
video_31094,train2979,nUWd,g-mBaHx6Gn4,253,102185,[548]
video_31095,train2979,TDWd,lJa6SPUHvM8,179,57898,[   0    1  180 2163 3299]
video_31096,train2979,KZWd,90rIlqvZqiE,210,115798,[   0    1 1521]
video_31097,train2979,PgWd,IcqQbeYb3rw,186,111150,[ 341  899 1977]
video_31098,train2979,9zWd,KF3tXYRmezY,228,73827,[ 49  80 265 418]
video_31099,train2979,zTWd,-W5Yn-RNqJA,201,109734,[41]
video_31100,train2979,D4Wd,VaL1kMp4rgc,217,572980,[  0   1  35 134]
video_31101,train2979,lAWd,YrHiNoY3qC0,192,98561,[  0   1 111]
video_31102,train2979,xLWd,5AtMEip9oD8,169,192436,[ 907 1328]
video_31103,train2979,IwWd,SYayvHnv9fI,210,294742,[12]
video_31104,train2979,gcWd,XfAnePEUbn0,170,79898,[  15  499  723  946 3017]
video_31105,train2979,2nWd,jkNFORPu8tY,132,95409,[  21   23   24  115  520  651 1246]
video_31106,train2979,mGWd,38ebpnIwqlw,157,85381,[  21   23   24  115 1306]
video_31107,train2979,wXWd,sN6hdIagVQw,237,1075719,[136]
video_31108,train2979,gNWd,kXvnve9HLs4,206,60911,[ 92 110 369 884]
video_31109,train2979,TZWd,EmYWlLQEUf4,130,106684,[   2    7   17   48  128  272 1657]
video_31110,train2979,INWd,H2rUW09drV0,171,50611,[ 39 202]
video_31111,train2979,XVWd,6XKuptYp6-o,226,394321,[ 5 16]
video_31112,train2979,okWd,5mXCJeH5cn0,300,551931,[   5   16 2375]
video_31113,train2979,OxWd,35JVI3eR1sU,183,169434,[  2   7  17  19  48 213 394 691 955]
video_31114,train2980,MHWe,pxtsSmhsp_M,161,125258,[41]
video_31115,train2980,KxWe,HB1sZhdb65E,289,50213,[19 53 58]
video_31116,train2980,KhWe,OMef1ujJezA,269,930716,[  2   7 213 266]
video_31117,train2980,7KWe,jDIK8fgaJ3g,287,58389,[   0    1   42 1984]
video_31118,train2980,daWe,B2sv9Ihq4e0,211,602301,[ 422 1248]
video_31119,train2980,e1We,Ov46vtDwX4w,126,209068,[   5   16 1082]
video_31120,train2980,MDWe,X_1rLjDFKfE,129,235859,[111]
video_31121,train2980,s8We,yMt8MRU5mUo,216,236517,[  2   7  17 104 563]
video_31122,train2980,rxWe,pGa09HDRcMY,237,54347,[ 106 1285]
video_31123,train2980,0dWe,qyLHJ4_sODI,256,123097,[63]
video_31124,train2980,D7We,YgtAITl8I1o,156,143403,[  6   8 206]
video_31125,train2980,mmWe,sEffsZE4rYc,242,58830,[  2   7  83 208 780]
video_31126,train2980,FAWe,oKMzZ-bxPc4,264,57484,[ 64 113 119 186 425 465]
video_31127,train2980,jzWe,hmOivfPPx3o,177,106656,[  26  130 1227 2417]
video_31128,train2981,LNWf,1jUvWYmcieE,158,58799,[   0    1   63  245  352 1185]
video_31129,train2981,qMWf,KfONNlhYYOw,255,152638,[  0   1   5 193]
video_31130,train2981,JyWf,yWc7QyA0W0g,177,132917,[  0   1 881]
video_31131,train2981,eBWf,rKvhwjhm3Go,181,54091,[   2    7   90 1252]
video_31132,train2981,8qWf,6Im2BAxsX24,184,284910,[   0    1 3304]
video_31133,train2981,qEWf,nX6CFlQbUXI,265,102187,[   2    7  982 1741]
video_31134,train2981,UoWf,4f49m5mZE3M,219,1985682,[110]
video_31135,train2981,7vWf,t0rzXwMhyIo,215,371182,[  99 2909]
video_31136,train2981,8lWf,JVIpYUB0FK4,163,115158,[ 5 16]
video_31137,train2981,znWf,OSoekU1rjqw,185,78590,[ 11  20 176]
video_31138,train2981,3iWf,81oFm03FWOk,248,465469,[  62  251  270  993 1408]
video_31139,train2981,O2Wf,8StVeHrhm9c,150,898087,[  15   18   59 1121 1511 2309]
video_31140,train2981,gtWf,ZAq7s7E1iuc,172,265261,[ 15 397 978]
video_31141,train2981,p7Wf,kZVwiL2WyZk,284,190724,[  0   1  36 153 185]
video_31142,train2981,tIWf,O6bOBgbjRUU,257,130423,[ 0 79]
video_31143,train2981,nUWf,FH0-B-nUZmQ,159,274218,[ 80 727]
video_31144,train2981,xhWf,cQGl0Dj5UNE,136,57725,[ 341  652 1241]
video_31145,train2981,DfWf,hrB3TWLSq4E,218,284103,[ 50  65 355]
video_31146,train2981,tqWf,WZZIFK3A-FI,254,794377,[ 883 1428 2750]
video_31147,train2981,GZWf,6rS7cPGYGAY,182,369269,[ 5 16 25]
video_31148,train2981,nmWf,Gpno0JTel_k,212,118032,[  21   23   24  471 1899]
video_31149,train2981,f0Wf,yd0OUhR53Vo,125,143122,[92]
video_31150,train2982,pkWg,NVmB5gvjHD0,247,191366,[  11  250  341 1138]
video_31151,train2982,OGWg,s_o1zGrRRzo,129,939779,[  5 144 190]
video_31152,train2982,whWg,Ao0yuYcYUGY,163,414514,[ 82 103 118]
video_31153,train2982,2VWg,itMXW4tp2XY,256,61247,[  15   18   67  140 3400]
video_31154,train2982,DeWg,iwt_gGTTYJ4,181,60872,[484]
video_31155,train2982,WJWg,pwr1ZEzJqek,278,348845,[  26 1388 2459]
video_31156,train2982,BjWg,cFWKzeRObS0,276,51500,[  2   7  48 177]
video_31157,train2982,CyWg,v3kKPBU-v28,132,51982,[269 320]
video_31158,train2982,WmWg,L8yVZ94rxV4,195,102927,[  2   7 235]
video_31159,train2982,2iWg,QrCidFy3G8c,129,333279,[551]
video_31160,train2982,8tWg,G6SlSiP0tEs,209,81547,[ 49  80 265 362]
video_31161,train2982,20Wg,y-VqwFmsbmo,243,126137,[ 39 121 156 202 529]
video_31162,train2982,itWg,Q7pxMvcUFxA,129,110524,[   0    1 1748]
video_31163,train2982,zrWg,Uwr8v0yJC_A,156,55679,[25]
video_31164,train2982,yBWg,rpfnHveTXo8,166,70295,[ 88 388 497 821]
video_31165,train2982,NnWg,5gbcRWSGErs,187,129234,[  2   7 316 464 495]
video_31166,train2982,xJWg,Hp6_n_B_3Ec,257,251370,[ 15  18 862]
video_31167,train2982,aWWg,2JTjctPa7Yo,235,513237,[25]
video_31168,train2982,FBWg,7DeY4JjOLyw,185,71457,[315]
video_31169,train2982,0WWg,rRZUxV90nGQ,124,66787,[   2    7   62 2229]
video_31170,train2982,B2Wg,S8v_Z7mcZVg,153,52502,[ 175  201 3227]
video_31171,train2982,VmWg,LEX-feUu-9U,157,141823,[ 2 30]
video_31172,train2982,29Wg,BLpC8Vxx0U0,181,113281,[   2   30  905 1762]
video_31173,train2982,WAWg,eiUz2AU3BeI,249,52601,[539]
video_31174,train2982,I2Wg,m2weVIXtRH4,136,88885,[16]
video_31175,train2982,gIWg,aVCNylmB9XY,163,138403,[  62 1428 2369]
video_31176,train2982,HFWg,3XAJ3X7_5SA,272,118762,[11]
video_31177,train2983,YqWh,Vea4H_-3Hrk,183,73855,[25]
video_31178,train2983,dSWh,gtwcQIVPjBs,177,54998,[  21   23   24  115  651 1705]
video_31179,train2983,KZWh,x-bFBuh0c0c,241,298608,[859]
video_31180,train2983,j4Wh,Z9L7jS1Kz7M,251,93690,[   2   30  975 1621]
video_31181,train2983,pUWh,E3l2vihsQNY,147,243838,[15 18 67]
video_31182,train2983,aAWh,W-EmaDM0XuM,198,508786,[224 415 566]
video_31183,train2983,MxWh,0rov1H6Bj-4,271,84123,[   2    7 1005 2445]
video_31184,train2983,tCWh,1uI5XNyeYiA,157,80364,[0 1 5]
video_31185,train2983,uEWh,OLe29-e0JCQ,143,168312,[25]
video_31186,train2983,qxWh,SqfQHX4pz_g,285,85355,[342]
video_31187,train2983,hgWh,w2AVZ8tzjeY,172,514423,[21 23 73]
video_31188,train2983,m8Wh,YaozqrTbhJ4,204,648016,[ 11  62 411]
video_31189,train2983,W1Wh,LnnblLDN2Po,182,57817,[   5   16 2529]
video_31190,train2983,JmWh,jGDVHQ478JQ,192,52011,[ 53  58 214]
video_31191,train2983,2HWh,DRZo1tHs0y8,142,497846,[  15  239 2785]
video_31192,train2983,JkWh,TlRjFUBiV-w,254,606556,[ 917 2152]
video_31193,train2983,2QWh,KpkgbB3k_AQ,143,143866,[   5   16 2030]
video_31194,train2983,ysWh,Jhr6Tyasmyc,221,50395,[  18   43   59  101  823 1824]
video_31195,train2983,DTWh,CdQ9EXItWYs,189,109693,[27]
video_31196,train2983,QFWh,sp8Ufx3Ej24,163,461479,[ 734 2977]
video_31197,train2983,iTWh,2xByY6rxreg,300,452123,[1007 2273]
video_31198,train2984,hzWi,spJg4c--Z5E,138,173244,[  2   7 810]
video_31199,train2984,WNWi,4do7zoJoCJg,223,182445,[ 36 582]
video_31200,train2984,HUWi,6zt4st-GDgg,137,236440,[   2    7   48  177  213 1724 2796]
video_31201,train2984,pXWi,iqNB2KT53iA,232,186712,[   0    1   25  105  358  510 2407]
video_31202,train2984,OkWi,BghlJwT9vyE,234,115018,[   0    1  236  404 2844]
video_31203,train2984,qpWi,BEQlB4CJSAc,220,52183,[21]
video_31204,train2984,6SWi,UrPztsPIct4,140,106976,[171 197 495 710]
video_31205,train2984,M4Wi,GJ7IAm-IzE8,270,110938,[ 910 1343]
video_31206,train2984,6DWi,8Rl26INuPWU,259,763689,[1109]
video_31207,train2984,XSWi,pzfH6HRV7oo,271,1489938,[   0 1388]
video_31208,train2984,GdWi,5KwLuRKJmjE,175,435091,[ 11  20  22  29  32 122 307]
video_31209,train2984,9fWi,cfeze4Eqs4E,127,322967,[66]
video_31210,train2984,ZEWi,Oe-GUZWlMIo,148,318896,[1309]
video_31211,train2984,CmWi,7Ze7x_LuTTA,170,225619,[   2    7   17   19   30   55 1053 1888]
video_31212,train2984,EWWi,ogbiEKbJH6g,132,67546,[5]
video_31213,train2985,AaWj,GekUfQHLRAM,127,74815,[300]
video_31214,train2985,uYWj,8C4ayBHTES0,241,302899,[ 5 16]
video_31215,train2985,13Wj,qm7mg-VXV74,135,90269,[ 388  497 1079 1583]
video_31216,train2985,sWWj,2YHaTkg1RO0,180,61256,[126 220 276]
video_31217,train2985,iJWj,oXW7Uhw2LTw,254,156108,[260]
video_31218,train2985,d5Wj,Up7L0xvR45o,124,105597,[133 325]
video_31219,train2985,NjWj,68Ia67qgoaw,224,206539,[62]
video_31220,train2985,oUWj,BEXZgX9Em2w,289,89269,[1020]
video_31221,train2985,fuWj,ZWUNwZmaNUY,285,1678169,[ 74 200 275 588 629 697]
video_31222,train2985,6EWj,QFqscJybTPk,282,95923,[ 46 377]
